"geneID","PearsonCorr","Pvals","Padj","FDR","module_size"
"Vitvi05g01437",0.385951398872728,0.0200786217961856,1,0.0340344251687183,21
"Vitvi05g01450",-0.423322641967163,0.0100959760440297,1,0.0239272058886283,70
"Vitvi05g01492",-0.420850064886269,0.010590608809886,1,0.0239272058886283,630
"Vitvi05g01494",-0.589733737477529,0.000153686635287772,0.495485712167778,0.00139967715301632,1118
"Vitvi05g01500",-0.308523281433695,0.0671364837598805,1,0.0840901412750021,287
"Vitvi05g01522",0.444847522067189,0.00655916257134087,1,0.0197264366884356,11
"Vitvi05g01579",-0.718648196784035,7.96599470119536e-07,0.00256823669166539,3.66890955952198e-05,76
"Vitvi05g01589",-0.198331639773989,0.246229438389849,1,0.275831726674384,10
"Vitvi05g01596",-0.401500636615636,0.0152203400780548,1,0.027645282485436,21
"Vitvi05g01623",0.382151208345003,0.0214447164072558,1,0.0346034863348312,6
"Vitvi05g01627",-0.382151208345003,0.0214447164072558,1,0.0346034863348312,8
"Vitvi05g01633",-0.36280178007437,0.0296534634974876,1,0.0437141135417924,1151
"Vitvi05g01672",0.420341398118964,0.0106948780303258,1,0.0241458590824721,50
"Vitvi05g01674",0.688537295588947,3.45252458433688e-06,0.0111309392599021,0.000101190356908201,113
"Vitvi05g01675",0.502247202333923,0.00180036184177853,1,0.00909775325688719,415
"Vitvi05g01702",-0.237030496315255,0.163946637501507,1,0.189721449858169,6
"Vitvi05g01742",0.285404066991838,0.0915479263669639,1,0.110709120257724,49
"Vitvi05g01754",0.430524779021586,0.00876561976487691,1,0.0224053790519084,183
"Vitvi05g01757",0.53094704246729,0.000863545476365851,1,0.00494506326075227,6
"Vitvi05g01760",-0.382151208345003,0.0214447164072558,1,0.0346034863348312,3
"Vitvi05g01768",-0.478898349698169,0.00312849885508842,1,0.012181497957494,54
"Vitvi05g01769",-0.416147681933822,0.011588218990186,1,0.0256000641129558,67
"Vitvi05g01778",0.324102923533104,0.0538052002373616,1,0.0694149522069843,3
"Vitvi05g01780",0.227355782179939,0.182356808244462,1,0.209895876394197,3
"Vitvi05g01815",-0.469223635562852,0.00389036020229628,1,0.0141938810210227,27
"Vitvi05g01819",-0.150674160700177,0.380398322087054,1,0.409220890371843,4
"Vitvi05g01858",0.478898349698169,0.00312849885508842,1,0.012181497957494,722
"Vitvi05g01879",-0.266054638721205,0.116785634586865,1,0.138272818915921,649
"Vitvi05g01881",0.382151208345003,0.0214447164072558,1,0.0346034863348312,9
"Vitvi05g01900",-0.387447841800455,0.0195609632394898,1,0.0331918660442712,911
"Vitvi05g01924",-0.401500636615636,0.0152203400780548,1,0.027645282485436,13
"Vitvi05g01930",0.459548921427535,0.00480814938579871,1,0.0165635766196081,419
"Vitvi05g01940",-0.449874207292219,0.00590725996608227,1,0.0181553919262624,11
"Vitvi05g01947",0.609871602834049,7.8569440725387e-05,0.253307876898648,0.000850026432545797,13
"Vitvi05g01948",-0.440199493156902,0.00721598030084795,1,0.0201597231281922,61
"Vitvi05g01949",0.602696642800707,0.000100304716366617,0.323382405565972,0.000986696899990895,5
"Vitvi05g01950",0.602696642800707,0.000100304716366617,0.323382405565972,0.000986696899990895,133
"Vitvi05g01991",0.373097921733771,0.0250128969168012,1,0.0388583733285352,29
"Vitvi05g02001",0.478898349698169,0.00312849885508842,1,0.012181497957494,10
"Vitvi05g02017",-0.380272881767113,0.0221479552944204,1,0.0355248795369211,17
"Vitvi05g02018",-0.382151208345003,0.0214447164072558,1,0.0346034863348312,3
"Vitvi05g02019",0.45202248210053,0.00564613925901835,1,0.0181553919262624,62
"Vitvi05g02048",-0.401500636615636,0.0152203400780548,1,0.027645282485436,275
"Vitvi05g02074",-0.651485961297165,1.68115837483811e-05,0.0542005460047807,0.000345226407673762,56
"Vitvi05g02082",0.484754956984147,0.00273340432550801,1,0.012181497957494,28
"Vitvi05g02096",0.351573041633746,0.0354971658889759,1,0.0500844038626075,3
"Vitvi05g02111",-0.0919097842855071,0.593945375886425,1,0.611001879980164,1058
"Vitvi05g02116",-0.440199493156902,0.00721598030084795,1,0.0201597231281922,46
"Vitvi05g02120",-0.11125921255614,0.518275138427944,1,0.536582866503434,863
"Vitvi05g02122",-0.324199175053092,0.0537299532675185,1,0.0694149522069843,805
"Vitvi05g02156",0.523984994594573,0.00103817108302138,1,0.00583320725653858,379
"Vitvi05g02184",-0.178982211503356,0.296273865831986,1,0.327118816247371,7
"Vitvi05g02187",-0.120933926691457,0.482316946894032,1,0.502582364830756,7
"Vitvi05g02190",0.480722322233897,0.00300044009732609,1,0.012181497957494,3
"Vitvi05g02195",-0.440199493156902,0.00721598030084795,1,0.0201597231281922,5
"Vitvi05g02197",-0.552471922567315,0.000476236747738388,1,0.00323239426254435,6
"Vitvi05g02201",-0.382151208345003,0.0214447164072558,1,0.0346034863348312,1005
"Vitvi05g02215",-0.304753495262471,0.0707229426338605,1,0.087763959604144,13
"Vitvi05g02222",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,9
"Vitvi05g02223",-0.188656925638672,0.270494358476957,1,0.301130459851419,5
"Vitvi05g02232",-0.449874207292219,0.00590725996608227,1,0.0181553919262624,20
"Vitvi05g02234",0.707800676832578,1.37960969568661e-06,0.00444786165889365,5.29507340344482e-05,86
"Vitvi05g02269",-0.275729352856521,0.103584434864025,1,0.123779176427582,53
"Vitvi05g02273",-0.420850064886269,0.010590608809886,1,0.0239272058886283,807
"Vitvi05g04030",-0.344398081600404,0.0396995102296854,1,0.0550064082022498,1582
"Vitvi05g04062",0.675004170824618,6.31632119611018e-06,0.0203638195362592,0.000159092340127026,52
"Vitvi05g04111",0.459548921427535,0.00480814938579871,1,0.0165635766196081,3
"Vitvi05g04153",-0.449874207292219,0.00590725996608227,1,0.0181553919262624,21
"Vitvi05g04156",0.324102923533104,0.0538052002373616,1,0.0694149522069843,29
"Vitvi05g04171",-0.559646882600657,0.000387017462770897,1,0.00278514352672631,25
"Vitvi05g04172",-0.314428209397787,0.0618077618339936,1,0.0779609640660389,14
"Vitvi05g04174",0.617046562867391,6.11763032283901e-05,0.19723240160833,0.00070692617063918,46
"Vitvi05g04232",-0.741181050317228,2.33856126291111e-07,0.000753952151162543,1.53867785951539e-05,34
"Vitvi05g04312",0.0822350701501905,0.633500208816202,1,0.650033314202239,47
"Vitvi05g04335",-0.343452351803737,0.0402822983143647,1,0.0550064082022498,3
"Vitvi05g04385",0.478898349698169,0.00312849885508842,1,0.012181497957494,70
"Vitvi05g04405",0.256379924585888,0.131210130347675,1,0.154218541830443,20
"Vitvi05g04408",-0.266054638721205,0.116785634586865,1,0.138272818915921,7
"Vitvi05g04410",-0.478898349698169,0.00312849885508842,1,0.012181497957494,28
"Vitvi05g04413",0.275729352856521,0.103584434864025,1,0.123779176427582,22
"Vitvi05g04455",-0.430524779021586,0.00876561976487687,1,0.0224053790519084,13
"Vitvi05g04475",-0.382151208345003,0.0214447164072558,1,0.0346034863348312,1128
"Vitvi05g04477",-0.246705210450572,0.146913319045593,1,0.171301461339238,54
"Vitvi05g04487",-0.686348778737637,3.81502240835494e-06,0.0122996322445363,0.000110054580110441,62
"Vitvi05g04493",0.444847522067189,0.00655916257134087,1,0.0197264366884356,66
"Vitvi05g04494",0.691529396905392,3.0078044278422e-06,0.00969716147536324,9.41471987899344e-05,95
"Vitvi05g04505",0.595521682767366,0.000127313692999973,0.410459346231914,0.00116939984681457,59
"Vitvi05g04506",-0.581171762700682,0.000201731083518182,0.65038101326262,0.00165071323163101,69
"Vitvi05g04527",-0.617046562867391,6.11763032283906e-05,0.197232401608331,0.00070692617063918,59
"Vitvi05g04535",-0.478898349698169,0.00312849885508842,1,0.012181497957494,12
"Vitvi05g04565",-0.430497602000505,0.00877034378520732,1,0.0224053790519084,7
"Vitvi05g04567",-0.275729352856521,0.103584434864025,1,0.123779176427582,61
"Vitvi06g00008",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,684
"Vitvi06g00016",-0.602582743783759,0.000100689603007756,0.324623280097004,0.000986696899990895,127
"Vitvi06g00037",0.469223635562852,0.00389036020229627,1,0.0141938810210227,11
"Vitvi06g00039",-0.495072242300581,0.00214236521236232,1,0.0104177759346246,16
"Vitvi06g00040",-0.36280178007437,0.0296534634974876,1,0.0437141135417924,1034
"Vitvi06g00044",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,858
"Vitvi06g00046",-0.343452351803737,0.0402822983143647,1,0.0550064082022498,481
"Vitvi06g00054",-0.169307497368039,0.323571829826416,1,0.354828428353866,13
"Vitvi06g00093",-0.624221522900733,4.73386834040076e-05,0.15261991529452,0.000593851810484515,777
"Vitvi06g00115",0.324102923533104,0.0538052002373616,1,0.0694149522069843,21
"Vitvi06g00116",0.459548921427535,0.00480814938579871,1,0.0165635766196081,12
"Vitvi06g00121",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1662
"Vitvi06g00137",-0.420850064886269,0.010590608809886,1,0.0239272058886283,1155
"Vitvi06g00141",0.440199493156902,0.00721598030084792,1,0.0201597231281922,297
"Vitvi06g00153",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,21
"Vitvi06g00155",0.179374000833544,0.295200389027218,1,0.327118816247371,6
"Vitvi06g00165",0.382151208345003,0.0214447164072558,1,0.0346034863348312,28
"Vitvi06g00180",-0.178982211503356,0.296273865831986,1,0.327118816247371,105
"Vitvi06g00182",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,812
"Vitvi06g00184",-0.430524779021586,0.00876561976487687,1,0.0224053790519084,1032
"Vitvi06g00248",0.430524779021586,0.00876561976487691,1,0.0224053790519084,564
"Vitvi06g00259",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1609
"Vitvi06g00266",-0.420850064886269,0.010590608809886,1,0.0239272058886283,1026
"Vitvi06g00268",-0.237030496315255,0.163946637501507,1,0.189721449858169,678
"Vitvi06g00272",0.314428209397787,0.0618077618339936,1,0.0779609640660389,54
"Vitvi06g00283",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1718
"Vitvi06g00300",-0.159632783232723,0.352382996354793,1,0.381748246051026,1225
"Vitvi06g00303",-0.423322641967163,0.0100959760440297,1,0.0239272058886283,1276
"Vitvi06g00309",-0.246705210450572,0.146913319045593,1,0.171301461339238,227
"Vitvi06g00378",-0.169307497368039,0.323571829826416,1,0.354828428353866,922
"Vitvi06g00393",-0.401500636615636,0.0152203400780548,1,0.027645282485436,668
"Vitvi06g00396",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,1084
"Vitvi06g00397",0.353127065939054,0.0346365270501542,1,0.0495422197026165,25
"Vitvi06g00405",-0.149958069097406,0.382692613049351,1,0.409220890371843,986
"Vitvi06g00463",-0.35507528696291,0.0335816960093089,1,0.0488571245189584,184
"Vitvi06g00465",-0.53094704246729,0.000863545476365859,1,0.00494506326075227,18
"Vitvi06g00495",-0.605763821096809,9.04256913355846e-05,0.291532428865925,0.000952720355770996,797
"Vitvi06g00498",-0.14028335496209,0.414476147144056,1,0.439562861313302,249
"Vitvi06g00500",0.411175350750953,0.0127285678576514,1,0.0256000641129558,10
"Vitvi06g00529",0.437672562033847,0.00759614356666715,1,0.0209315956059273,3
"Vitvi06g00534",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,1661
"Vitvi06g00541",0.39182592248032,0.0181099832764267,1,0.0308760370614487,45
"Vitvi06g00561",-0.401500636615636,0.0152203400780548,1,0.027645282485436,81
"Vitvi06g00565",-0.420850064886269,0.010590608809886,1,0.0239272058886283,131
"Vitvi06g00569",-0.200898880933569,0.240043483019144,1,0.27087861016931,385
"Vitvi06g00575",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1864
"Vitvi06g00591",-0.159632783232723,0.352382996354793,1,0.381748246051026,1541
"Vitvi06g00606",0.314428209397787,0.0618077618339936,1,0.0779609640660389,356
"Vitvi06g00639",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,1142
"Vitvi06g00650",-0.107624400500126,0.532118225928425,1,0.550384716199308,938
"Vitvi06g00656",-0.14028335496209,0.414476147144056,1,0.439562861313302,500
"Vitvi06g00679",-0.40897272190048,0.013263225639686,1,0.0264280837220939,6
"Vitvi06g00680",-0.624221522900733,4.73386834040076e-05,0.15261991529452,0.000593851810484515,1255
"Vitvi06g00693",-0.072560356014874,0.67408182426832,1,0.685997412071042,728
"Vitvi06g00759",0.53094704246729,0.000863545476365851,1,0.00494506326075227,6
"Vitvi06g00761",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1425
"Vitvi06g00772",0.628199518174469,4.09518004842468e-05,0.132028604761212,0.000584197366200051,377
"Vitvi06g00783",-0.322873201500379,0.054773977481723,1,0.0700481171761503,552
"Vitvi06g00800",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1149
"Vitvi06g00812",-0.136324240633493,0.427900045660015,1,0.452756727012763,1739
"Vitvi06g00903",0.638571442967416,2.77964224488528e-05,0.0896156659751013,0.000461936422552069,36
"Vitvi06g00906",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1111
"Vitvi06g00928",-0.373097921733771,0.0250128969168012,1,0.0388583733285352,273
"Vitvi06g00947",-0.416147681933822,0.011588218990186,1,0.0256000641129558,2080
"Vitvi06g00962",-0.143499200666835,0.403749780213674,1,0.431022944175127,1782
"Vitvi06g00999",-0.314428209397787,0.0618077618339936,1,0.0779609640660389,34
"Vitvi06g01010",0.420850064886269,0.010590608809886,1,0.0239272058886283,216
"Vitvi06g01055",-0.449874207292219,0.00590725996608227,1,0.0181553919262624,6
"Vitvi06g01057",-0.0628856418795575,0.715590124288945,1,0.724352452341463,1537
"Vitvi06g01097",-0.465128924433771,0.00425836633714519,1,0.0152713827263138,49
"Vitvi06g01100",-0.484754956984147,0.00273340432550801,1,0.012181497957494,53
"Vitvi06g01226",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,1245
"Vitvi06g01233",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,682
"Vitvi06g01239",-0.469223635562852,0.00389036020229628,1,0.0141938810210227,103
"Vitvi06g01255",0.478898349698169,0.00312849885508842,1,0.012181497957494,19
"Vitvi06g01275",-0.16502408076686,0.336141768180344,1,0.367861867146445,689
"Vitvi06g01281",-0.382151208345003,0.0214447164072558,1,0.0346034863348312,1543
"Vitvi06g01283",0.314428209397787,0.0618077618339936,1,0.0779609640660389,752
"Vitvi06g01288",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,574
"Vitvi06g01315",-0.401500636615636,0.0152203400780548,1,0.027645282485436,301
"Vitvi06g01327",-0.295078781127154,0.0806150363631191,1,0.0989729159309581,52
"Vitvi06g01334",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1569
"Vitvi06g01346",-0.337223121567062,0.0442962269402098,1,0.0597285803660546,1433
"Vitvi06g01354",0.595521682767366,0.000127313692999973,0.410459346231914,0.00116939984681457,467
"Vitvi06g01375",-0.401500636615636,0.0152203400780548,1,0.027645282485436,212
"Vitvi06g01385",0.382151208345003,0.0214447164072558,1,0.0346034863348312,31
"Vitvi06g01389",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,1938
"Vitvi06g01396",0.645746403000758,2.10820008752171e-05,0.0679683708217001,0.000384072761977788,172
"Vitvi06g01398",-0.143499200666835,0.403749780213674,1,0.431022944175127,2027
"Vitvi06g01410",-0.700887740352874,1.93323218581868e-06,0.00623274056707942,6.63057507136115e-05,74
"Vitvi06g01411",0.48468611999998,0.00273778266345129,1,0.012181497957494,4
"Vitvi06g01417",0.478898349698169,0.00312849885508842,1,0.012181497957494,106
"Vitvi06g01447",-0.333777637668421,0.0466511603903606,1,0.06189437905289,39
"Vitvi06g01480",0.57399680266734,0.000251925466762095,0.812207704840993,0.00196660461220579,548
"Vitvi06g01513",-0.311848730289164,0.064092854393685,1,0.0807484808773897,783
"Vitvi06g01516",0.57399680266734,0.000251925466762095,0.812207704840993,0.00196660461220579,367
"Vitvi06g01531",-0.53094704246729,0.000863545476365859,1,0.00494506326075227,227
"Vitvi06g01536",-0.638571442967416,2.77964224488528e-05,0.0896156659751013,0.000461936422552069,245
"Vitvi06g01556",-0.358748001667088,0.0316645308614795,1,0.0461929626685113,1603
"Vitvi06g01574",-0.602582743783759,0.000100689603007756,0.324623280097004,0.000986696899990895,417
"Vitvi06g01594",-0.401500636615636,0.0152203400780548,1,0.027645282485436,397
"Vitvi06g01618",0.707062962734838,1.43083923232173e-06,0.00461302568500526,5.30232837356939e-05,102
"Vitvi06g01637",-0.437672562033847,0.00759614356666715,1,0.0209315956059273,6
"Vitvi06g01658",-0.072560356014874,0.67408182426832,1,0.685997412071042,1556
"Vitvi06g01665",-0.266054638721205,0.116785634586865,1,0.138272818915921,181
"Vitvi06g01678",-0.617046562867391,6.11763032283906e-05,0.197232401608331,0.00070692617063918,8
"Vitvi06g01689",0.440199493156902,0.00721598030084792,1,0.0201597231281922,346
"Vitvi06g01725",0.272648481266987,0.107659058362385,1,0.128410212415956,12
"Vitvi06g01762",0.552471922567315,0.000476236747738389,1,0.00323239426254435,672
"Vitvi06g01821",-0.11125921255614,0.518275138427944,1,0.536582866503434,1449
"Vitvi06g01847",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1711
"Vitvi06g01911",0.343452351803737,0.0402822983143647,1,0.0550064082022498,19
"Vitvi06g01924",-0.430497602000505,0.00877034378520732,1,0.0224053790519084,599
"Vitvi06g01930",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1801
"Vitvi06g01937",-0.423322641967163,0.0100959760440297,1,0.0239272058886283,1689
"Vitvi06g01944",0.266054638721205,0.116785634586865,1,0.138272818915921,5
"Vitvi06g01945",-0.624221522900733,4.73386834040076e-05,0.15261991529452,0.000593851810484515,1030
"Vitvi06g01949",0.552471922567315,0.000476236747738389,1,0.00323239426254435,319
"Vitvi06g01954",-0.420850064886269,0.010590608809886,1,0.0239272058886283,217
"Vitvi06g04011",-0.469223635562852,0.00389036020229628,1,0.0141938810210227,33
"Vitvi06g04015",-0.624221522900733,4.73386834040076e-05,0.15261991529452,0.000593851810484515,1482
"Vitvi06g04048",-0.387798838264592,0.0194411697117518,1,0.0331280820035348,86
"Vitvi06g04052",0.227355782179939,0.182356808244462,1,0.209895876394197,62
"Vitvi06g04053",-0.308523281433695,0.0671364837598805,1,0.0840901412750021,9
"Vitvi06g04057",-0.24394864113362,0.151628904334241,1,0.176472112843753,207
"Vitvi06g04089",0.480722322233897,0.00300044009732609,1,0.012181497957494,3
"Vitvi06g04091",-0.188656925638672,0.270494358476957,1,0.301130459851419,205
"Vitvi06g04118",-0.169307497368039,0.323571829826416,1,0.354828428353866,60
"Vitvi06g04119",0.36280178007437,0.0296534634974875,1,0.0437141135417924,9
"Vitvi06g04121",0.866359712001401,8.69442361037607e-12,2.80308217198525e-08,1.33480103427869e-09,69
"Vitvi06g04134",-0.401500636615636,0.0152203400780548,1,0.027645282485436,117
"Vitvi06g04151",0.265473521233645,0.117616948709325,1,0.139052820916341,38
"Vitvi06g04156",0.437672562033847,0.00759614356666715,1,0.0209315956059273,22
"Vitvi06g04173",-0.304753495262471,0.0707229426338605,1,0.087763959604144,53
"Vitvi06g04190",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,123
"Vitvi06g04208",0.217681068044622,0.202185093959943,1,0.230659852415731,10
"Vitvi06g04211",0.275729352856521,0.103584434864025,1,0.123779176427582,34
"Vitvi06g04249",-0.588346722734024,0.000160693769450826,0.518076712709463,0.00141165316814568,68
"Vitvi06g04250",-0.581171762700682,0.000201731083518182,0.65038101326262,0.00165071323163101,72
"Vitvi07g00012",0.487897282267239,0.00253992909673463,1,0.0120599873459094,236
"Vitvi07g00029",0.552471922567315,0.000476236747738389,1,0.00323239426254435,879
"Vitvi07g00060",-0.469223635562852,0.00389036020229628,1,0.0141938810210227,13
"Vitvi07g00064",-0.430524779021586,0.00876561976487687,1,0.0224053790519084,1806
"Vitvi07g00090",-0.188656925638672,0.270494358476957,1,0.301130459851419,828
"Vitvi07g00105",-0.478898349698169,0.00312849885508842,1,0.012181497957494,1132
"Vitvi07g00117",0.401500636615636,0.0152203400780549,1,0.027645282485436,81
"Vitvi07g00123",-0.343452351803737,0.0402822983143647,1,0.0550064082022498,738
"Vitvi07g00140",0.272648481266987,0.107659058362385,1,0.128410212415956,5
"Vitvi07g00177",-0.178982211503356,0.296273865831986,1,0.327118816247371,265
"Vitvi07g00187",-0.638571442967416,2.77964224488528e-05,0.0896156659751013,0.000461936422552069,111
"Vitvi07g00188",-0.178982211503356,0.296273865831986,1,0.327118816247371,717
"Vitvi07g00207",0.609871602834049,7.8569440725387e-05,0.253307876898648,0.000850026432545797,169
"Vitvi07g00213",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1655
"Vitvi07g00217",0.266054638721205,0.116785634586865,1,0.138272818915921,218
"Vitvi07g00219",-0.308523281433695,0.0671364837598805,1,0.0840901412750021,105
"Vitvi07g00236",0.0145120712029748,0.933053415183962,1,0.933342913606297,3
"Vitvi07g00242",0.430524779021586,0.00876561976487691,1,0.0224053790519084,97
"Vitvi07g00283",0.707062962734838,1.43083923232173e-06,0.00461302568500526,5.30232837356939e-05,31
"Vitvi07g00293",-0.53094704246729,0.000863545476365859,1,0.00494506326075227,4
"Vitvi07g00351",-0.337223121567062,0.0442962269402098,1,0.0597285803660546,1763
"Vitvi07g00352",-0.337223121567062,0.0442962269402098,1,0.0597285803660546,818
"Vitvi07g00361",0.631396482934074,3.63959573998373e-05,0.117340566657075,0.000530952790303509,3
"Vitvi07g00368",-0.401500636615636,0.0152203400780548,1,0.027645282485436,488
"Vitvi07g00376",-0.294173361367012,0.0815930785914507,1,0.0997936590966757,183
"Vitvi07g00383",0.420850064886269,0.010590608809886,1,0.0239272058886283,64
"Vitvi07g00386",0.449874207292219,0.00590725996608226,1,0.0181553919262624,13
"Vitvi07g00390",-0.358748001667088,0.0316645308614795,1,0.0461929626685113,1561
"Vitvi07g00393",-0.639135516533238,2.72056700272495e-05,0.0877110801678523,0.000461936422552069,296
"Vitvi07g00400",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1813
"Vitvi07g00401",-0.169307497368039,0.323571829826416,1,0.354828428353866,642
"Vitvi07g00404",0.401500636615636,0.0152203400780549,1,0.027645282485436,628
"Vitvi07g00405",0.372476494209687,0.0252748166470031,1,0.0388583733285352,853
"Vitvi07g00411",-0.246705210450572,0.146913319045593,1,0.171301461339238,118
"Vitvi07g00434",0.588346722734024,0.000160693769450826,0.518076712709463,0.00141165316814568,699
"Vitvi07g00441",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,767
"Vitvi07g00454",-0.358748001667088,0.0316645308614795,1,0.0461929626685113,1213
"Vitvi07g00468",0.478136307567548,0.00318339348719661,1,0.01229133006314,8
"Vitvi07g00502",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,4
"Vitvi07g00505",-0.159632783232723,0.352382996354793,1,0.381748246051026,700
"Vitvi07g00515",-0.420850064886269,0.010590608809886,1,0.0239272058886283,1575
"Vitvi07g00521",-0.365922961700429,0.0281775586427065,1,0.0426499760864253,235
"Vitvi07g00523",0.67618685082502,5.99900909659363e-06,0.0193408053274179,0.000154726442619343,745
"Vitvi07g00524",-0.237030496315255,0.163946637501507,1,0.189721449858169,16
"Vitvi07g00586",-0.420850064886269,0.010590608809886,1,0.0239272058886283,1187
"Vitvi07g00604",-0.324102923533104,0.0538052002373616,1,0.0694149522069843,33
"Vitvi07g00636",-0.157849120733519,0.357858909649412,1,0.386641127583681,16
"Vitvi07g00654",-0.120933926691457,0.482316946894032,1,0.502582364830756,841
"Vitvi07g00659",-0.14028335496209,0.414476147144056,1,0.439562861313302,438
"Vitvi07g00664",-0.45202248210053,0.00564613925901834,1,0.0181553919262624,57
"Vitvi07g00665",-0.198331639773989,0.246229438389849,1,0.275831726674384,985
"Vitvi07g00667",-0.101584498420824,0.555509279837126,1,0.57292447798941,1053
"Vitvi07g00676",0.39182592248032,0.0181099832764267,1,0.0308760370614487,115
"Vitvi07g00690",-0.353127065939054,0.0346365270501543,1,0.0495422197026165,387
"Vitvi07g00735",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,48
"Vitvi07g00741",-0.336549619817019,0.0447488591013894,1,0.0600625819079431,1410
"Vitvi07g00814",0.538122002500631,0.00071128356377806,1,0.00434314054852361,24
"Vitvi07g00890",0.691529396905392,3.0078044278422e-06,0.00969716147536324,9.41471987899344e-05,108
"Vitvi07g01071",-0.420850064886269,0.010590608809886,1,0.0239272058886283,880
"Vitvi07g01097",-0.502247202333923,0.00180036184177854,1,0.00909775325688719,63
"Vitvi07g01120",-0.478898349698169,0.00312849885508842,1,0.012181497957494,127
"Vitvi07g01140",-0.159632783232723,0.352382996354793,1,0.381748246051026,255
"Vitvi07g01250",-0.624221522900733,4.73386834040076e-05,0.15261991529452,0.000593851810484515,1395
"Vitvi07g01255",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1541
"Vitvi07g01267",-0.704684849121036,1.60809274047068e-06,0.00518449099527748,5.89146704008804e-05,775
"Vitvi07g01276",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,14
"Vitvi07g01315",-0.866359712001401,8.69442361037601e-12,2.80308217198523e-08,1.33480103427869e-09,92
"Vitvi07g01326",-0.130608640826773,0.447699103241463,1,0.471539336442495,1017
"Vitvi07g01342",-0.729160155023937,4.56480733012947e-07,0.00147169388323374,2.49439641226058e-05,439
"Vitvi07g01364",-0.401500636615636,0.0152203400780548,1,0.027645282485436,284
"Vitvi07g01380",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,25
"Vitvi07g01394",0.449874207292219,0.00590725996608226,1,0.0181553919262624,22
"Vitvi07g01396",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,862
"Vitvi07g01407",0.669834357002478,7.89120547599315e-06,0.0254412464546019,0.000188453677441496,51
"Vitvi07g01414",0.566821842633998,0.000313017471211837,1,0.00234690308648131,564
"Vitvi07g01415",-0.423322641967163,0.0100959760440297,1,0.0239272058886283,593
"Vitvi07g01433",0.275729352856521,0.103584434864025,1,0.123779176427582,65
"Vitvi07g01473",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,1373
"Vitvi07g01535",-0.372476494209687,0.0252748166470032,1,0.0388583733285352,1086
"Vitvi07g01591",-0.401500636615636,0.0152203400780548,1,0.027645282485436,1213
"Vitvi07g01598",-0.324102923533104,0.0538052002373616,1,0.0694149522069843,9
"Vitvi07g01599",-0.411175350750953,0.0127285678576514,1,0.0256000641129558,1378
"Vitvi07g01603",-0.401500636615636,0.0152203400780548,1,0.027645282485436,258
"Vitvi07g01604",-0.430524779021586,0.00876561976487687,1,0.0224053790519084,5
"Vitvi07g01612",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,1623
"Vitvi07g01636",-0.0435362136089244,0.800949927206222,1,0.80319208874428,1735
"Vitvi07g01645",-0.645746403000758,2.10820008752169e-05,0.0679683708216992,0.000384072761977788,4
"Vitvi07g01671",0.430524779021586,0.00876561976487691,1,0.0224053790519084,20
"Vitvi07g01679",-0.304753495262471,0.0707229426338605,1,0.087763959604144,95
"Vitvi07g01686",-0.308523281433695,0.0671364837598805,1,0.0840901412750021,829
"Vitvi07g01697",-0.188656925638672,0.270494358476957,1,0.301130459851419,926
"Vitvi07g01699",-0.624221522900733,4.73386834040076e-05,0.15261991529452,0.000593851810484515,1815
"Vitvi07g01709",-0.39182592248032,0.0181099832764267,1,0.0308760370614487,1595
"Vitvi07g01718",-0.645310738915201,2.14432683486358e-05,0.0691330971560018,0.000384072761977788,34
"Vitvi07g01719",-0.657661183679129,1.31078878160574e-05,0.0422598303189691,0.000274414482590708,26
"Vitvi07g01723",-0.159632783232723,0.352382996354793,1,0.381748246051026,15
